iter,t0_opt,tp_first_pass_opt,pos_0_opt_x,pos_0_opt_y,pos_0_opt_z,v_0_opt_x,v_0_opt_y,v_0_opt_z,rf_min_opt_x,rf_min_opt_y,rf_min_opt_z,vf_min_opt_x,vf_min_opt_y,vf_min_opt_z,body_aimed,cost,lambda0
0,7.62093382529497147e+05,5.93655926643371820e+08,-2.99195741382000000e+13,3.29086132078602638e+10,0.00000000000000000e+00,5.00000000000000000e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566770312500e+09,1.36021478856438160e+10,0.00000000000000000e+00,1.33308149035833776e+05,-6.99819466667905799e+04,-0.00000000000000000e+00,1.00000000000000000e+00,2.09467074581429907e-02     1.745329e+00
1,3.05895807735962868e+07,6.29079902927359581e+08,-2.99195741382000000e+13,3.31418566971311378e+10,0.00000000000000000e+00,4.95252525252525229e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566932617188e+09,1.36021478863894024e+10,0.00000000000000000e+00,1.33039408312663436e+05,-7.01555552376498963e+04,-0.00000000000000000e+00,1.00000000000000000e+00,1.08406029312850261e-02     1.745329e+00
2,-1.69068791104078293e+05,6.04023919702099800e+08,-2.99195741382000000e+13,3.33797647995918045e+10,0.00000000000000000e+00,4.90505050505050531e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566764453125e+09,1.36021478861761570e+10,0.00000000000000000e+00,1.32771303751491010e+05,-7.03297120998373721e+04,-0.00000000000000000e+00,1.00000000000000000e+00,2.05999255600856843e-02     1.745329e+00
3,-3.88129302160637379e+07,5.71191941682794452e+08,-2.99195741382000000e+13,3.36224745039362335e+10,0.00000000000000000e+00,4.85757575757575760e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566757421875e+09,1.36021478854829674e+10,0.00000000000000000e+00,1.32503836366236210e+05,-7.05044185240430234e+04,-0.00000000000000000e+00,1.00000000000000000e+00,1.20192784533557206e-02     1.745329e+00
4,-2.31372015617767572e+07,5.92791927221811175e+08,-2.99195741382000000e+13,3.38701282023979530e+10,0.00000000000000000e+00,4.81010101010100989e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566926171875e+09,1.36021478856051674e+10,0.00000000000000000e+00,1.32237007159598172e+05,-7.06796757816433092e+04,-0.00000000000000000e+00,1.00000000000000000e+00,2.17137846217412304e-03     1.745329e+00
5,1.08198797246975660e+08,7.30167835249957561e+08,-2.99195741382000000e+13,3.41228739596967583e+10,0.00000000000000000e+00,4.76262626262626291e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566783593750e+09,1.36021478864690514e+10,0.00000000000000000e+00,1.31970817122831941e+05,-7.08554851633255457e+04,-0.00000000000000000e+00,1.00000000000000000e+00,7.03458078541078103e-03     1.745329e+00
6,4.76078648565789461e+07,6.75735871691635489e+08,-2.99195741382000000e+13,3.43808657987498016e+10,0.00000000000000000e+00,4.71515151515151520e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566727539062e+09,1.36021478854452686e+10,0.00000000000000000e+00,1.31705267219811678e+05,-7.10318479781864153e+04,-0.00000000000000000e+00,1.00000000000000000e+00,5.02727975384662743e-03     1.745329e+00
7,3.18223007405549288e+07,6.66231878054468274e+08,-2.99195741382000000e+13,3.46442640031174011e+10,0.00000000000000000e+00,4.66767676767676749e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566695507812e+09,1.36021478855947437e+10,0.00000000000000000e+00,1.31440358402758837e+05,-7.12087654949434072e+04,-0.00000000000000000e+00,1.00000000000000000e+00,1.66900684248153484e-02     1.745329e+00
8,-6.44414947280291319e+07,5.76375938212158442e+08,-2.99195741382000000e+13,3.49132354386829376e+10,0.00000000000000000e+00,4.62020202020202050e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566783398438e+09,1.36021478852157345e+10,0.00000000000000000e+00,1.31176091602839530e+05,-7.13862390263996786e+04,-0.00000000000000000e+00,1.00000000000000000e+00,8.45764496147957288e-04     1.745329e+00
9,3.27004630030723810e+07,6.80055868799438715e+08,-2.99195741382000000e+13,3.51879538952501221e+10,0.00000000000000000e+00,4.57272727272727279e+04,0.00000000000000000e+00,0.00000000000000000e+00,-2.39842566544531250e+09,1.36021478844958992e+10,0.00000000000000000e+00,1.30912467738062143e+05,-7.15642698802209488e+04,-0.00000000000000000e+00,1.00000000000000000e+00,2.47590117368437397e-02     1.745329e+00
